sp|A0A1B0GTW7|LMLN2_HUMAN	40	59
sp|A0A1B0GTW7|LMLN2_HUMAN	767	788
sp|A0A1B0GTY4|TEX50_HUMAN	155	177
sp|A0A1B0GTZ2|CC196_HUMAN	122	161
sp|A0A1B0GU29|SIM28_HUMAN	117	152
sp|A0A1B0GUA6|CC195_HUMAN	179	201
sp|A0A1B0GUA6|CC195_HUMAN	28	72
sp|A0A1B0GUA9|CM046_HUMAN	1	148
sp|A0A1B0GUA9|CM046_HUMAN	168	190
sp|A0A1B0GUC4|MYCOS_HUMAN	53	83
sp|A0A1B0GUJ8|PNM8C_HUMAN	135	204
sp|A0A1B0GUT2|CJ143_HUMAN	56	108
sp|A0A1B0GUV7|TEX48_HUMAN	29	86
sp|A0A1B0GUW6|SPEM3_HUMAN	1168	1196
sp|A0A1B0GUW6|SPEM3_HUMAN	150	345
sp|A0A1B0GUW6|SPEM3_HUMAN	367	402
sp|A0A1B0GUW6|SPEM3_HUMAN	669	762
sp|A0A1B0GUW6|SPEM3_HUMAN	775	806
sp|A0A1B0GUW6|SPEM3_HUMAN	826	878
sp|A0A1B0GUW6|SPEM3_HUMAN	960	1009
sp|A0A1B0GUX0|VAFNB_HUMAN	55	80
sp|A0A1B0GUY1|MRCOL_HUMAN	47	78
sp|A0A1B0GUY1|MRCOL_HUMAN	91	285
sp|A0A1B0GV03|GG6L7_HUMAN	1	82
sp|A0A1B0GV03|GG6L7_HUMAN	252	496
sp|A0A1B0GV03|GG6L7_HUMAN	511	580
sp|A0A1B0GV85|RELD1_HUMAN	242	272
sp|A0A1B0GV85|RELD1_HUMAN	294	336
sp|A0A1B0GV85|RELD1_HUMAN	370	398
sp|A0A1B0GVG4|CC194_HUMAN	187	234
sp|A0A1B0GVG4|CC194_HUMAN	44	67
sp|A0A1B0GVG6|TEX54_HUMAN	1	77
sp|A0A1B0GVG6|TEX54_HUMAN	90	124
sp|A0A1B0GVH6|CM042_HUMAN	108	141
sp|A0A1B0GVH7|IQCM_HUMAN	237	262
sp|A0A1B0GVM5|ETDC_HUMAN	1	22
sp|A0A1B0GVM6|CK097_HUMAN	13	45
sp|A0A1B0GVQ3|CC200_HUMAN	23	168
sp|A0A1B0GVR7|F240C_HUMAN	68	95
sp|A0A1B0GVT2|SIM36_HUMAN	73	93
sp|A0A1B0GVY4|SIM31_HUMAN	31	71
sp|A0A1B0GVZ6|MB3LB_HUMAN	126	145
sp|A0A1B0GW64|SIM33_HUMAN	1	28
sp|A0A1B0GW64|SIM33_HUMAN	99	132
sp|A0A1B0GWB2|PRT1B_HUMAN	1	107
sp|A0A1B0GWG4|SRTM2_HUMAN	69	90
sp|A0A1B0GWH4|HSFX3_HUMAN	1	66
sp|A0A1B0GWH4|HSFX3_HUMAN	227	275
sp|A0A1B0GX95|TVB74_HUMAN	67	97
sp|A0A1W2PPF3|DUXB_HUMAN	282	314
sp|A0A1W2PPM1|CPHXL_HUMAN	1	33
sp|A0A1W2PPM1|CPHXL_HUMAN	340	363
sp|A0A1W2PQ73|ERFL_HUMAN	263	354
sp|A0A1W2PR48|TLE7_HUMAN	1	77
sp|A0A1W2PR48|TLE7_HUMAN	91	119
sp|A0A1W2PR82|PERC1_HUMAN	142	165
sp|A0A1W2PR82|PERC1_HUMAN	19	88
sp|A0A1W2PR82|PERC1_HUMAN	247	267
sp|A0A1W2PRP0|FOXL3_HUMAN	125	198
sp|A0A1W2PS18|PMIS2_HUMAN	1	61
sp|A0A286YF58|TM271_HUMAN	160	203
sp|A0A286YF58|TM271_HUMAN	245	306
sp|A0A286YF58|TM271_HUMAN	83	111
sp|A0A2R8Y619|H2BE1_HUMAN	1	30
sp|A0A2R8YCJ5|SIM41_HUMAN	71	93
sp|A0A2Z4LIS9|FXO3B_HUMAN	1	30
sp|A0A2Z4LIS9|FXO3B_HUMAN	44	239
sp|A0A494C086|SPD21_HUMAN	1	90
sp|A0A494C0N9|F246B_HUMAN	151	179
sp|A0A494C0N9|F246B_HUMAN	19	47
sp|A0A494C0N9|F246B_HUMAN	191	232
sp|A0A494C0N9|F246B_HUMAN	80	101
sp|A0A494C0Y3|F246A_HUMAN	1	47
sp|A0A494C0Y3|F246A_HUMAN	153	178
sp|A0A494C0Y3|F246A_HUMAN	191	232
sp|A0A494C0Z2|SPD13_HUMAN	1	80
sp|A0A494C191|SPD9_HUMAN	1	80
sp|A0A5F9ZHS7|NFILZ_HUMAN	1	27
sp|A0AUZ9|KAL1L_HUMAN	707	738
sp|A0AUZ9|KAL1L_HUMAN	949	972
sp|A0AV02|S12A8_HUMAN	471	503
sp|A0AV02|S12A8_HUMAN	530	550
sp|A0AV96|RBM47_HUMAN	1	25
sp|A0AVF1|IFT56_HUMAN	1	24
sp|A0AVK6|E2F8_HUMAN	38	58
sp|A0AVK6|E2F8_HUMAN	408	432
sp|A0AVK6|E2F8_HUMAN	532	616
sp|A0AVK6|E2F8_HUMAN	771	800
sp|A0AVT1|UBA6_HUMAN	1	21
sp|A0FGR8|ESYT2_HUMAN	1	103
sp|A0FGR8|ESYT2_HUMAN	660	754
sp|A0FGR9|ESYT3_HUMAN	1	21
sp|A0FGR9|ESYT3_HUMAN	613	673
sp|A0JLT2|MED19_HUMAN	1	56
sp|A0JLT2|MED19_HUMAN	171	244
sp|A0JNW5|UH1BL_HUMAN	1066	1089
sp|A0JNW5|UH1BL_HUMAN	1164	1183
sp|A0JNW5|UH1BL_HUMAN	1392	1413
sp|A0JNW5|UH1BL_HUMAN	267	297
sp|A0JNW5|UH1BL_HUMAN	409	436
sp|A0JP26|POTB3_HUMAN	369	494
sp|A0MZ66|SHOT1_HUMAN	343	511
sp|A0MZ66|SHOT1_HUMAN	524	566
sp|A0MZ66|SHOT1_HUMAN	579	631
sp|A0PG75|PLS5_HUMAN	1	33
sp|A0PJW8|DAPL1_HUMAN	1	23
sp|A0PJX2|TLDC2_HUMAN	1	46
sp|A0PJX4|SHSA3_HUMAN	151	173
sp|A0PJX8|TMM82_HUMAN	320	343
sp|A0PJY2|FEZF1_HUMAN	428	475
sp|A0PJZ3|GXLT2_HUMAN	32	84
sp|A0PK05|TMM72_HUMAN	141	164
sp|A0PK05|TMM72_HUMAN	236	262
sp|A1A4G5|LNP1_HUMAN	147	178
sp|A1A4G5|LNP1_HUMAN	28	55
sp|A1A4G5|LNP1_HUMAN	89	108
sp|A1A4S6|RHG10_HUMAN	576	608
sp|A1A4S6|RHG10_HUMAN	621	727
sp|A1A4V9|CC189_HUMAN	236	271
sp|A1A4V9|CC189_HUMAN	309	331
sp|A1A519|F170A_HUMAN	1	55
sp|A1A519|F170A_HUMAN	169	218
sp|A1A519|F170A_HUMAN	270	330
sp|A1A519|F170A_HUMAN	76	104
sp|A1A5B4|ANO9_HUMAN	756	782
sp|A1A5C7|S22AN_HUMAN	1	62
sp|A1A5C7|S22AN_HUMAN	169	193
sp|A1A5D9|BICL2_HUMAN	1	27
sp|A1A5D9|BICL2_HUMAN	132	152
sp|A1A5D9|BICL2_HUMAN	300	351
sp|A1A5D9|BICL2_HUMAN	470	491
sp|A1E959|ODAM_HUMAN	243	279
sp|A1IGU5|ARH37_HUMAN	1	26
sp|A1L020|MEX3A_HUMAN	412	461
sp|A1L020|MEX3A_HUMAN	49	111
sp|A1L162|ERIC2_HUMAN	116	156
sp|A1L162|ERIC2_HUMAN	29	66
sp|A1L168|CT202_HUMAN	73	101
sp|A1L170|CA226_HUMAN	1	47
sp|A1L170|CA226_HUMAN	111	135
sp|A1L170|CA226_HUMAN	147	230
sp|A1L170|CA226_HUMAN	242	272
sp|A1L1A6|IGS23_HUMAN	1	26
sp|A1L390|PKHG3_HUMAN	1	66
sp|A1L390|PKHG3_HUMAN	1146	1207
sp|A1L390|PKHG3_HUMAN	429	599
sp|A1L390|PKHG3_HUMAN	613	708
sp|A1L390|PKHG3_HUMAN	756	780
sp|A1L390|PKHG3_HUMAN	821	840
sp|A1L390|PKHG3_HUMAN	859	878
sp|A1L390|PKHG3_HUMAN	955	1133
sp|A1L429|GG12C_HUMAN	1	117
sp|A1L443|NTM2F_HUMAN	173	201
sp|A1L443|NTM2F_HUMAN	293	438
sp|A1L443|NTM2F_HUMAN	510	639
sp|A1L443|NTM2F_HUMAN	653	756
sp|A1L4H1|SRCRL_HUMAN	153	192
sp|A1L4H1|SRCRL_HUMAN	1554	1573
sp|A1L4H1|SRCRL_HUMAN	412	465
sp|A1L4H1|SRCRL_HUMAN	614	769
sp|A1L4H1|SRCRL_HUMAN	895	1475
sp|A1L4Q6|YK033_HUMAN	148	167
sp|A1X283|SPD2B_HUMAN	275	366
sp|A1X283|SPD2B_HUMAN	458	834
sp|A1XBS5|FA92A_HUMAN	265	289
sp|A1YPR0|ZBT7C_HUMAN	129	218
sp|A1Z1Q3|MACD2_HUMAN	243	425
sp|A2A288|ZC12D_HUMAN	234	258
sp|A2A288|ZC12D_HUMAN	296	339
sp|A2A288|ZC12D_HUMAN	378	457
sp|A2A288|ZC12D_HUMAN	48	75
sp|A2A2Y4|FRMD3_HUMAN	383	404
sp|A2A2Z9|AN18B_HUMAN	263	330
sp|A2A2Z9|AN18B_HUMAN	533	554
sp|A2A368|MAGBG_HUMAN	1	22
sp|A2A368|MAGBG_HUMAN	39	108
sp|A2A3K4|PTPC1_HUMAN	487	554
sp|A2A3L6|TTC24_HUMAN	1	31
sp|A2A3L6|TTC24_HUMAN	418	481
sp|A2A3L6|TTC24_HUMAN	548	582
sp|A2A3N6|PIPSL_HUMAN	404	424
sp|A2A3N6|PIPSL_HUMAN	453	481
sp|A2A3N6|PIPSL_HUMAN	716	740
sp|A2A3N6|PIPSL_HUMAN	826	862
sp|A2AJT9|BCLA3_HUMAN	1	42
sp|A2AJT9|BCLA3_HUMAN	371	404
sp|A2AJT9|BCLA3_HUMAN	48	67
sp|A2AJT9|BCLA3_HUMAN	94	350
sp|A2CJ06|DYTN_HUMAN	382	475
sp|A2IDD5|CCD78_HUMAN	345	381
sp|A2PYH4|HFM1_HUMAN	1109	1139
sp|A2PYH4|HFM1_HUMAN	1295	1315
sp|A2RTX5|SYTC2_HUMAN	86	123
sp|A2RU30|TESP1_HUMAN	331	351
sp|A2RU30|TESP1_HUMAN	461	521
sp|A2RU37|CI170_HUMAN	100	121
sp|A2RU37|CI170_HUMAN	24	43
sp|A2RU54|HMX2_HUMAN	1	152
sp|A2RU67|F234B_HUMAN	1	68
sp|A2RUB1|MEIOC_HUMAN	1	23
sp|A2RUB1|MEIOC_HUMAN	609	629
sp|A2RUB1|MEIOC_HUMAN	933	952
sp|A2RUB6|CCD66_HUMAN	458	499
sp|A2RUB6|CCD66_HUMAN	690	713
sp|A2RUB6|CCD66_HUMAN	788	808
sp|A2RUH7|MBPHL_HUMAN	1	47
sp|A2RUQ5|CQ102_HUMAN	1	21
sp|A2RUR9|C144A_HUMAN	1	32
sp|A2RUR9|C144A_HUMAN	213	262
sp|A2RUR9|C144A_HUMAN	453	485
sp|A2RUR9|C144A_HUMAN	528	586
sp|A2RUR9|C144A_HUMAN	87	189
sp|A2RUS2|DEND3_HUMAN	1	28
sp|A2RUT3|TMM89_HUMAN	91	110
sp|A2VCK2|DCD2B_HUMAN	222	258
sp|A2VCK2|DCD2B_HUMAN	329	349
sp|A2VDJ0|T131L_HUMAN	1108	1144
sp|A2VDJ0|T131L_HUMAN	1159	1178
sp|A2VDJ0|T131L_HUMAN	1304	1340
sp|A2VDJ0|T131L_HUMAN	946	974
sp|A2VDJ0|T131L_HUMAN	991	1014
sp|A2VEC9|SSPO_HUMAN	1529	1561
sp|A2VEC9|SSPO_HUMAN	2306	2338
sp|A2VEC9|SSPO_HUMAN	3499	3520
sp|A3KMH1|VWA8_HUMAN	1542	1563
sp|A3KN83|SBNO1_HUMAN	129	148
sp|A3KN83|SBNO1_HUMAN	687	840
sp|A4D126|ISPD_HUMAN	1	29
sp|A4D161|F221A_HUMAN	241	263
sp|A4D1E1|Z804B_HUMAN	985	1010
sp|A4D1F6|LRRD1_HUMAN	1	103
sp|A4D1P6|WDR91_HUMAN	265	393
sp|A4D1S0|KLRG2_HUMAN	1	120
sp|A4D1S0|KLRG2_HUMAN	193	216
sp|A4D1U4|DEN11_HUMAN	1	62
sp|A4D250|BLACE_HUMAN	1	20
sp|A4D250|BLACE_HUMAN	65	86
sp|A4D2B0|MBLC1_HUMAN	229	266
sp|A4D2B0|MBLC1_HUMAN	48	71
sp|A4D2B8|PM2P1_HUMAN	164	215
sp|A4D2H0|CTGEF_HUMAN	541	671
sp|A4D2H0|CTGEF_HUMAN	721	742
sp|A4D2P6|GRD2I_HUMAN	226	269
sp|A4D2P6|GRD2I_HUMAN	478	502
sp|A4D2P6|GRD2I_HUMAN	525	549
sp|A4D2P6|GRD2I_HUMAN	568	600
sp|A4D2P6|GRD2I_HUMAN	618	672
sp|A4D2P6|GRD2I_HUMAN	718	783
sp|A4FU01|MTMRB_HUMAN	1	39
sp|A4FU28|CTGE9_HUMAN	510	688
sp|A4FU28|CTGE9_HUMAN	722	742
sp|A4FU49|SH321_HUMAN	1	60
sp|A4FU49|SH321_HUMAN	133	361
sp|A4FU49|SH321_HUMAN	401	551
sp|A4FU49|SH321_HUMAN	618	640
sp|A4FU69|EFCB5_HUMAN	1	23
sp|A4FU69|EFCB5_HUMAN	477	518
sp|A4FU69|EFCB5_HUMAN	544	656
sp|A4FU69|EFCB5_HUMAN	730	750
sp|A4GXA9|EME2_HUMAN	1	55
sp|A4QMS7|CE049_HUMAN	1	36
sp|A4QPB2|LRP5L_HUMAN	223	247
sp|A4UGR9|XIRP2_HUMAN	1	32
sp|A4UGR9|XIRP2_HUMAN	102	142
sp|A4UGR9|XIRP2_HUMAN	205	261
sp|A4UGR9|XIRP2_HUMAN	2098	2265
sp|A4UGR9|XIRP2_HUMAN	2601	2656
sp|A4UGR9|XIRP2_HUMAN	268	287
sp|A4UGR9|XIRP2_HUMAN	2860	3007
sp|A4UGR9|XIRP2_HUMAN	3353	3374
sp|A5A3E0|POTEF_HUMAN	369	530
sp|A5A3E0|POTEF_HUMAN	544	596
sp|A5D8V6|VP37C_HUMAN	159	355
sp|A5D8V7|CC151_HUMAN	1	69
sp|A5D8W1|CFA69_HUMAN	1	26
sp|A5LHX3|PSB11_HUMAN	1	23
sp|A5LHX3|PSB11_HUMAN	255	300
sp|A5PKW4|PSD1_HUMAN	113	230
sp|A5PKW4|PSD1_HUMAN	246	402
sp|A5PKW4|PSD1_HUMAN	25	98
sp|A5PKW4|PSD1_HUMAN	430	536
sp|A5PKW4|PSD1_HUMAN	976	1024
sp|A5PL33|KRBA1_HUMAN	225	255
sp|A5PL33|KRBA1_HUMAN	27	56
sp|A5PL33|KRBA1_HUMAN	281	505
sp|A5PL33|KRBA1_HUMAN	634	786
sp|A5PL33|KRBA1_HUMAN	80	208
sp|A5PL33|KRBA1_HUMAN	870	1030
sp|A5PLK6|RGSL_HUMAN	834	854
sp|A5PLL1|AN34B_HUMAN	220	249
sp|A5PLN7|F149A_HUMAN	173	210
sp|A5PLN7|F149A_HUMAN	18	155
sp|A5PLN7|F149A_HUMAN	232	264
sp|A5PLN7|F149A_HUMAN	568	613
sp|A5YKK6|CNOT1_HUMAN	1315	1352
sp|A5YKK6|CNOT1_HUMAN	720	768
sp|A5YM69|ARG35_HUMAN	139	418
sp|A6BM72|MEG11_HUMAN	1023	1044
sp|A6H8Y1|BDP1_HUMAN	1	142
sp|A6H8Y1|BDP1_HUMAN	1306	1348
sp|A6H8Y1|BDP1_HUMAN	1365	1440
sp|A6H8Y1|BDP1_HUMAN	1519	1543
sp|A6H8Y1|BDP1_HUMAN	1684	1722
sp|A6H8Y1|BDP1_HUMAN	1819	1863
sp|A6H8Y1|BDP1_HUMAN	193	241
sp|A6H8Y1|BDP1_HUMAN	2130	2164
sp|A6H8Y1|BDP1_HUMAN	2181	2200
sp|A6H8Y1|BDP1_HUMAN	2206	2241
sp|A6H8Y1|BDP1_HUMAN	2444	2501
sp|A6H8Y1|BDP1_HUMAN	2519	2583
sp|A6H8Y1|BDP1_HUMAN	379	449
sp|A6H8Y1|BDP1_HUMAN	544	567
sp|A6H8Y1|BDP1_HUMAN	606	663
sp|A6H8Y1|BDP1_HUMAN	729	759
sp|A6H8Y1|BDP1_HUMAN	930	1222
sp|A6H8Z2|F221B_HUMAN	1	205
sp|A6H8Z2|F221B_HUMAN	378	402
sp|A6NC05|YD286_HUMAN	55	88
sp|A6NC57|ANR62_HUMAN	265	367
sp|A6NC78|GOG8I_HUMAN	1	77
sp|A6NC78|GOG8I_HUMAN	352	383
sp|A6NC78|GOG8I_HUMAN	423	445
sp|A6NC78|GOG8I_HUMAN	496	524
sp|A6NC78|GOG8I_HUMAN	550	569
sp|A6NC98|CC88B_HUMAN	1323	1476
sp|A6NC98|CC88B_HUMAN	427	451
sp|A6NC98|CC88B_HUMAN	509	706
sp|A6NC98|CC88B_HUMAN	825	866
sp|A6NCC3|GOG8O_HUMAN	1	75
sp|A6NCC3|GOG8O_HUMAN	423	452
sp|A6NCC3|GOG8O_HUMAN	505	524
sp|A6NCC3|GOG8O_HUMAN	552	612
sp|A6NCF6|MA13P_HUMAN	1	21
sp|A6NCF6|MA13P_HUMAN	78	101
sp|A6NCI4|VWA3A_HUMAN	40	62
sp|A6NCI4|VWA3A_HUMAN	729	780
sp|A6NCI8|CB078_HUMAN	459	522
sp|A6NCI8|CB078_HUMAN	539	627
sp|A6NCI8|CB078_HUMAN	649	668
sp|A6NCI8|CB078_HUMAN	692	835
sp|A6NCI8|CB078_HUMAN	856	879
sp|A6NCL1|GEMC1_HUMAN	143	167
sp|A6NCL7|AN33B_HUMAN	1	80
sp|A6NCL7|AN33B_HUMAN	349	494
sp|A6NCM1|IQCAL_HUMAN	344	377
sp|A6NCM1|IQCAL_HUMAN	458	482
sp|A6NCM1|IQCAL_HUMAN	795	818
sp|A6NCN8|TEX52_HUMAN	284	305
sp|A6NCQ9|RN222_HUMAN	108	136
sp|A6NCS4|NKX26_HUMAN	22	135
sp|A6NCW0|U17L3_HUMAN	382	412
sp|A6NCW0|U17L3_HUMAN	491	524
sp|A6NCW7|U17L4_HUMAN	382	410
sp|A6NCW7|U17L4_HUMAN	493	530
sp|A6ND36|FA83G_HUMAN	450	823
sp|A6ND36|FA83G_HUMAN	75	108
sp|A6NDA9|LRIT2_HUMAN	508	550
sp|A6NDB9|PALM3_HUMAN	295	343
sp|A6NDB9|PALM3_HUMAN	356	673
sp|A6NDB9|PALM3_HUMAN	49	78
sp|A6NDB9|PALM3_HUMAN	99	213
sp|A6NDD5|SYN1L_HUMAN	1	29
sp|A6NDD5|SYN1L_HUMAN	127	154
sp|A6NDD5|SYN1L_HUMAN	83	111
sp|A6NDE4|RBY1B_HUMAN	452	496
sp|A6NDE4|RBY1B_HUMAN	67	349
sp|A6NDE8|GG12H_HUMAN	1	117
sp|A6NDK9|GOG6C_HUMAN	20	71
sp|A6NDK9|GOG6C_HUMAN	497	547
sp|A6NDK9|GOG6C_HUMAN	629	693
sp|A6NDN3|GOG6B_HUMAN	1	72
sp|A6NDN3|GOG6B_HUMAN	497	551
sp|A6NDN3|GOG6B_HUMAN	629	650
sp|A6NDN3|GOG6B_HUMAN	660	679
sp|A6NDR6|ME3L1_HUMAN	108	167
sp|A6NDR6|ME3L1_HUMAN	228	248
sp|A6NDS4|TBC3B_HUMAN	349	426
sp|A6NDV4|TMM8B_HUMAN	1	36
sp|A6NDX5|ZN840_HUMAN	515	548
sp|A6NDY0|EPAB2_HUMAN	101	128
sp|A6NDY0|EPAB2_HUMAN	21	66
sp|A6NDY0|EPAB2_HUMAN	227	278
sp|A6NDY2|F90AA_HUMAN	1	42
sp|A6NDY2|F90AA_HUMAN	415	437
sp|A6NDY2|F90AA_HUMAN	69	373
sp|A6NE01|F186A_HUMAN	1805	1837
sp|A6NE01|F186A_HUMAN	1888	1907
sp|A6NE01|F186A_HUMAN	412	460
sp|A6NE01|F186A_HUMAN	470	489
sp|A6NE01|F186A_HUMAN	505	538
sp|A6NE01|F186A_HUMAN	593	667
sp|A6NE01|F186A_HUMAN	809	838
sp|A6NE01|F186A_HUMAN	868	976
sp|A6NE21|F90AI_HUMAN	1	42
sp|A6NE21|F90AI_HUMAN	415	437
sp|A6NE21|F90AI_HUMAN	70	387
sp|A6NE52|WDR97_HUMAN	1090	1112
sp|A6NE52|WDR97_HUMAN	1453	1472
sp|A6NEF3|GG6L4_HUMAN	1	77
sp|A6NEF3|GG6L4_HUMAN	491	552
sp|A6NEH6|TM247_HUMAN	1	101
sp|A6NEH8|ZNAS2_HUMAN	86	158
sp|A6NEL2|SWAHB_HUMAN	219	290
sp|A6NEL2|SWAHB_HUMAN	337	360
sp|A6NEL2|SWAHB_HUMAN	396	543
sp|A6NEL2|SWAHB_HUMAN	83	185
sp|A6NEM1|GG6L9_HUMAN	1	77
sp|A6NEM1|GG6L9_HUMAN	349	411
sp|A6NEN9|CX065_HUMAN	136	183
sp|A6NEQ0|RBY1E_HUMAN	453	496
sp|A6NEQ0|RBY1E_HUMAN	67	348
sp|A6NEQ2|F181B_HUMAN	106	157
sp|A6NEQ2|F181B_HUMAN	226	246
sp|A6NER0|TBC3F_HUMAN	350	425
sp|A6NER3|GG12J_HUMAN	1	117
sp|A6NES4|MRO2A_HUMAN	1	26
sp|A6NEV1|PR23A_HUMAN	1	47
sp|A6NEV1|PR23A_HUMAN	197	266
sp|A6NEW6|F90AG_HUMAN	1	42
sp|A6NEW6|F90AG_HUMAN	415	437
sp|A6NEW6|F90AG_HUMAN	70	389
sp|A6NEY3|GG6L3_HUMAN	1	77
sp|A6NF01|P121B_HUMAN	1	117
sp|A6NF01|P121B_HUMAN	137	360
sp|A6NF01|P121B_HUMAN	543	573
sp|A6NF01|P121B_HUMAN	811	834
sp|A6NF34|ANTRL_HUMAN	382	413
sp|A6NF83|NUPR2_HUMAN	76	97
sp|A6NFA0|F205C_HUMAN	290	338
sp|A6NFA1|TIKI2_HUMAN	354	409
sp|A6NFA1|TIKI2_HUMAN	422	441
sp|A6NFA1|TIKI2_HUMAN	450	492
sp|A6NFC9|OR2W5_HUMAN	267	320
sp|A6NFE2|SMCO2_HUMAN	86	108
sp|A6NFI3|ZN316_HUMAN	1	148
sp|A6NFI3|ZN316_HUMAN	508	574
sp|A6NFI3|ZN316_HUMAN	936	976
sp|A6NFK2|GRCR2_HUMAN	1	20
sp|A6NFK2|GRCR2_HUMAN	150	172
sp|A6NFN3|RFOX3_HUMAN	1	104
sp|A6NFQ7|DPRX_HUMAN	1	20
sp|A6NFR6|CE060_HUMAN	122	271
sp|A6NFX1|MFS2B_HUMAN	1	33
sp|A6NFX1|MFS2B_HUMAN	483	504
sp|A6NFY7|SDHF1_HUMAN	74	115
sp|A6NGA9|TM202_HUMAN	242	273
